age,job,marital,education,credit_in_default,housing_loan,personal_loan,last_contact_type,last_contact_month,last_contact_day,last_contact_duration,n_contacts_this_campaign,n_contacts_prev_campaign,prev_campaign_outcome,registered,location
22.0,unknown,single,professional.course,no,yes,no,cellular,aug,mon,162.0,2,1,failure,yes,unknown
67.0,retired,married,unknown,no,no,no,cellular,aug,tue,460.0,2,0,nonexistent,yes,Silves
36.0,admin.,single,university.degree,no,no,no,cellular,aug,tue,278.0,1,0,nonexistent,yes,Esmoriz
61.0,retired,unknown,university.degree,no,no,no,telephone,aug,tue,232.5,2,1,success,yes,Odivelas
34.0,admin.,single,university.degree,no,yes,no,telephone,aug,tue,205.0,1,0,nonexistent,yes,Maia
26.0,admin.,single,university.degree,no,yes,no,telephone,aug,tue,215.0,1,1,failure,yes,Vila Real
47.0,unknown,single,university.degree,no,yes,no,cellular,aug,tue,161.0,1,1,failure,yes,unknown
37.0,unknown,married,university.degree,no,yes,no,cellular,aug,tue,232.5,1,2,failure,yes,unknown
71.0,retired,married,basic.4y,unknown,unknown,unknown,cellular,aug,tue,216.0,1,0,nonexistent,yes,Almada
50.0,admin.,married,university.degree,no,no,no,cellular,aug,tue,587.0,2,1,failure,yes,Odivelas
34.0,technician,married,professional.course,no,no,no,cellular,aug,tue,193.0,1,1,success,yes,Póvoa de Varzim
56.0,management,married,university.degree,no,yes,no,cellular,aug,tue,370.0,2,0,nonexistent,yes,Oliveira do Bairro
33.0,blue-collar,divorced,basic.4y,no,yes,no,cellular,aug,tue,395.0,1,0,nonexistent,yes,Esposende
20.0,student,single,high.school,no,yes,no,cellular,aug,tue,232.5,1,1,failure,yes,Lagoa
64.0,retired,married,high.school,unknown,no,no,cellular,aug,tue,301.0,1,1,failure,yes,Ermesinde
35.0,technician,married,professional.course,no,no,no,cellular,aug,tue,441.0,1,0,nonexistent,yes,Vila Nova de Foz Côa
74.0,retired,divorced,basic.4y,no,yes,no,cellular,aug,wed,232.5,1,1,success,yes,Oliveira do Bairro
38.0,technician,married,university.degree,no,yes,no,cellular,aug,wed,238.0,4,0,nonexistent,yes,Agualva-Cacém
35.0,admin.,married,university.degree,no,yes,no,cellular,aug,wed,768.0,2,2,failure,yes,Praia da Vitória
37.0,admin.,married,university.degree,no,no,no,cellular,aug,wed,225.0,2,0,nonexistent,yes,Gouveia
32.0,technician,unknown,university.degree,no,yes,no,cellular,aug,wed,240.0,2,0,nonexistent,yes,Valpaços
33.0,admin.,single,university.degree,no,yes,no,cellular,aug,wed,173.0,1,1,success,yes,Santa Maria da Feira
55.0,unknown,married,university.degree,no,yes,no,cellular,aug,wed,232.5,1,0,nonexistent,yes,Santa Maria da Feira
74.0,retired,married,university.degree,no,yes,yes,cellular,aug,wed,232.0,3,0,nonexistent,yes,Loulé
64.0,retired,married,basic.4y,no,yes,no,cellular,aug,wed,232.5,1,2,success,yes,Agualva-Cacém
34.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,195.0,1,0,nonexistent,yes,Vila Nova de Famalicão
33.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,338.0,1,0,nonexistent,yes,Espinho
37.0,admin.,divorced,university.degree,no,no,no,cellular,aug,thu,329.0,3,1,success,yes,Agualva-Cacém
66.0,retired,married,basic.6y,no,yes,no,cellular,aug,thu,267.0,1,0,nonexistent,yes,Agualva-Cacém
36.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,474.0,1,0,nonexistent,yes,Rio Tinto
34.0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,377.0,6,1,success,yes,Esmoriz
35.0,blue-collar,divorced,high.school,no,no,no,cellular,aug,thu,151.0,1,1,success,yes,Lamego
32.0,management,single,university.degree,no,no,no,cellular,aug,thu,149.0,1,2,success,yes,Anadia
71.0,retired,single,university.degree,no,yes,no,cellular,aug,thu,217.0,1,2,failure,yes,Marinha Grande
24.0,admin.,single,university.degree,no,yes,no,cellular,aug,thu,158.0,1,0,nonexistent,yes,Faro
25.0,student,single,university.degree,no,no,no,cellular,aug,thu,232.5,1,0,nonexistent,yes,Trancoso
28.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,63.0,2,1,success,yes,Beja
28.0,technician,single,professional.course,no,yes,no,cellular,aug,thu,78.0,3,0,nonexistent,yes,Mealhada
34.0,technician,unknown,unknown,no,yes,no,cellular,aug,thu,320.0,2,1,success,yes,Rebordosa
51.0,unknown,married,high.school,no,yes,yes,cellular,aug,fri,228.0,4,0,nonexistent,yes,unknown
61.0,retired,married,basic.4y,no,yes,yes,cellular,aug,fri,232.5,1,0,nonexistent,yes,Mirandela
61.0,retired,married,basic.4y,no,yes,no,cellular,aug,fri,168.0,1,1,success,yes,Valongo
87.0,retired,divorced,basic.4y,no,no,no,cellular,aug,fri,273.0,1,0,nonexistent,yes,Agualva-Cacém
54.0,admin.,married,university.degree,no,yes,yes,cellular,aug,fri,204.0,1,1,failure,yes,Agualva-Cacém
24.0,student,single,high.school,no,no,no,cellular,aug,fri,232.5,1,0,nonexistent,yes,Tondela
34.0,unemployed,single,professional.course,no,no,no,cellular,aug,fri,531.0,2,1,success,yes,Almada
54.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,91.0,2,1,success,yes,Fafe
62.0,admin.,married,university.degree,no,yes,no,cellular,aug,fri,116.0,1,0,nonexistent,yes,Marinha Grande
79.0,housemaid,married,basic.4y,no,no,no,cellular,aug,fri,126.0,1,2,success,yes,Gondomar
30.0,blue-collar,unknown,high.school,no,yes,no,cellular,aug,fri,252.0,1,0,nonexistent,yes,Barreiro
36.0,admin.,single,high.school,no,yes,no,cellular,aug,fri,232.5,1,2,success,yes,Câmara de Lobos
39.0,admin.,married,unknown,no,yes,yes,cellular,aug,fri,232.5,2,1,success,yes,Torres Novas
30.0,retired,married,unknown,no,no,no,cellular,aug,fri,232.5,4,0,nonexistent,yes,Fátima
24.0,student,single,unknown,no,yes,yes,cellular,aug,fri,744.0,1,2,success,yes,Agualva-Cacém
24.0,student,single,unknown,no,yes,no,cellular,aug,fri,232.5,1,1,success,yes,Agualva-Cacém
74.0,retired,married,basic.4y,unknown,yes,no,cellular,aug,mon,467.0,2,1,success,yes,Odivelas
47.0,housemaid,married,university.degree,no,yes,no,cellular,aug,mon,232.5,2,0,nonexistent,yes,Costa da Caparica
38.0,unemployed,single,high.school,no,yes,no,cellular,aug,mon,712.0,2,0,nonexistent,yes,Montemor-o-Novo
66.0,retired,married,basic.4y,unknown,yes,no,cellular,aug,tue,142.0,2,0,nonexistent,yes,Freamunde
63.0,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,511.0,1,1,failure,yes,Almada
51.0,admin.,divorced,high.school,no,yes,no,cellular,aug,tue,192.0,1,1,success,yes,Funchal
58.0,retired,married,high.school,no,no,no,cellular,aug,tue,232.5,2,0,nonexistent,yes,Rebordosa
63.0,housemaid,married,basic.4y,no,no,no,cellular,aug,tue,479.0,1,0,nonexistent,yes,Odivelas
54.0,retired,married,professional.course,unknown,no,no,cellular,aug,tue,95.0,2,0,nonexistent,yes,Agualva-Cacém
62.0,retired,married,professional.course,no,yes,no,cellular,aug,tue,531.0,3,1,success,yes,Freamunde
58.0,retired,married,high.school,no,yes,no,cellular,aug,tue,242.0,6,1,success,yes,Silves
56.0,services,single,high.school,no,no,yes,cellular,aug,tue,232.5,3,0,nonexistent,yes,Agualva-Cacém
43.0,admin.,married,high.school,no,yes,no,cellular,aug,tue,291.0,2,2,success,yes,Mealhada
27.0,admin.,unknown,high.school,no,no,no,telephone,aug,wed,415.0,3,0,nonexistent,yes,Águeda
42.0,unknown,divorced,illiterate,no,no,no,telephone,aug,wed,128.0,3,0,nonexistent,yes,unknown
59.0,technician,married,professional.course,no,yes,no,cellular,aug,wed,210.0,4,0,nonexistent,yes,Agualva-Cacém
80.0,retired,married,basic.4y,no,yes,no,cellular,aug,wed,232.5,1,0,nonexistent,yes,Santana
28.0,student,single,unknown,no,no,no,cellular,aug,thu,232.5,4,1,failure,yes,Silves
59.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,232.5,3,1,success,yes,Valongo
51.0,admin.,married,university.degree,no,yes,no,cellular,aug,thu,212.0,1,0,nonexistent,yes,Trofa
46.0,admin.,married,university.degree,no,yes,no,cellular,aug,thu,445.0,3,0,nonexistent,yes,Valbom
50.0,admin.,married,university.degree,no,no,yes,cellular,aug,thu,232.5,1,2,failure,yes,Funchal
58.0,retired,divorced,high.school,no,no,no,cellular,aug,thu,232.5,2,1,failure,yes,Covilhã
31.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,81.0,1,1,success,yes,Rio Tinto
33.0,admin.,married,high.school,no,no,no,cellular,aug,fri,207.0,3,1,success,yes,Vila Nova de Famalicão
55.0,entrepreneur,divorced,basic.9y,no,yes,no,cellular,aug,fri,232.5,1,0,nonexistent,yes,Funchal
26.0,student,single,university.degree,no,no,yes,cellular,aug,fri,232.5,1,0,nonexistent,yes,Esmoriz
62.0,retired,married,professional.course,no,yes,yes,cellular,aug,fri,517.0,2,1,failure,yes,Vila Real de Santo António
26.0,student,single,high.school,no,yes,no,cellular,aug,fri,155.0,2,2,failure,yes,Agualva-Cacém
72.0,unknown,married,unknown,no,yes,yes,cellular,aug,fri,232.5,8,1,failure,yes,Gondomar
30.0,student,married,university.degree,no,no,no,cellular,aug,mon,98.0,2,2,success,yes,Loures
73.0,retired,married,basic.4y,no,unknown,unknown,cellular,aug,mon,232.5,3,1,failure,yes,Valpaços
38.0,technician,married,professional.course,no,unknown,unknown,telephone,aug,mon,232.5,2,1,success,yes,Câmara de Lobos
30.0,student,married,university.degree,no,yes,no,cellular,aug,mon,186.0,3,1,success,yes,Paredes
53.0,admin.,married,university.degree,no,yes,no,cellular,aug,mon,267.0,1,1,failure,yes,Queluz
38.0,admin.,married,high.school,no,yes,no,cellular,aug,mon,232.5,1,2,failure,yes,Águeda
31.0,management,married,university.degree,no,yes,yes,cellular,aug,mon,271.0,2,0,nonexistent,yes,Guimarães
39.0,entrepreneur,unknown,basic.6y,no,yes,no,cellular,sep,tue,265.0,2,1,success,yes,Vila Franca de Xira
30.0,admin.,married,high.school,no,yes,no,cellular,sep,tue,212.0,1,0,nonexistent,yes,Setúbal
54.0,admin.,married,unknown,no,yes,no,cellular,sep,tue,82.0,1,0,nonexistent,yes,Vila Nova de Famalicão
79.0,retired,married,basic.9y,no,no,no,cellular,sep,tue,181.0,1,1,failure,yes,Santana
39.0,entrepreneur,married,basic.6y,no,yes,no,cellular,sep,tue,531.0,2,0,nonexistent,yes,Praia da Vitória
37.0,admin.,married,university.degree,no,yes,no,cellular,sep,wed,140.0,2,0,nonexistent,yes,Valpaços
34.0,technician,married,professional.course,no,yes,no,cellular,sep,wed,233.0,2,0,nonexistent,yes,Pombal
34.0,technician,married,professional.course,no,yes,yes,cellular,sep,wed,121.0,3,0,nonexistent,yes,Horta
18.0,student,single,unknown,no,no,no,cellular,sep,thu,385.0,1,1,success,yes,Peso da Régua
26.0,admin.,single,university.degree,no,yes,no,telephone,sep,thu,471.0,1,1,success,yes,Santo Tirso
32.0,admin.,married,university.degree,no,no,no,cellular,sep,thu,444.0,1,1,failure,yes,São Mamede de Infesta
60.0,retired,married,professional.course,no,yes,no,cellular,sep,thu,365.0,1,1,success,yes,Elvas
44.0,admin.,married,unknown,no,yes,no,cellular,sep,thu,232.5,1,0,nonexistent,yes,Silves
40.0,unknown,single,unknown,no,no,no,cellular,sep,thu,224.0,1,1,failure,yes,Lisbon
26.0,student,single,unknown,no,yes,yes,cellular,sep,thu,733.0,1,1,success,yes,Câmara de Lobos
59.0,unknown,married,university.degree,no,yes,no,cellular,sep,fri,328.0,2,1,success,yes,unknown
51.0,technician,married,professional.course,no,no,yes,cellular,sep,fri,520.0,1,0,nonexistent,yes,Vila Nova de Santo André
53.0,technician,married,professional.course,no,yes,yes,cellular,sep,fri,730.0,1,1,failure,yes,Beja
30.0,management,married,unknown,no,no,no,cellular,sep,fri,879.0,1,0,nonexistent,yes,Águeda
39.0,blue-collar,married,basic.9y,no,yes,no,cellular,sep,fri,293.0,1,1,success,yes,Sines
72.0,retired,married,basic.4y,no,no,no,cellular,sep,fri,230.0,1,2,success,yes,Fátima
18.0,student,single,unknown,no,yes,no,cellular,sep,fri,232.5,1,0,nonexistent,yes,Queluz
28.0,student,single,high.school,no,no,no,cellular,sep,fri,232.5,2,0,nonexistent,yes,Peso da Régua
50.0,admin.,married,high.school,no,yes,no,cellular,sep,fri,232.5,2,0,nonexistent,yes,Lagoa
45.0,housemaid,single,basic.4y,no,no,no,telephone,sep,mon,569.0,4,0,nonexistent,yes,Maia
59.0,admin.,married,unknown,no,yes,yes,cellular,sep,mon,281.0,3,1,success,yes,Valongo
61.0,retired,married,university.degree,no,no,no,cellular,sep,mon,350.0,1,2,success,yes,Santo Tirso
59.0,unknown,married,unknown,no,no,yes,cellular,sep,mon,295.0,4,1,failure,yes,unknown
45.0,housemaid,single,basic.4y,no,yes,no,cellular,sep,mon,219.0,1,0,nonexistent,yes,Vila Franca de Xira
52.0,technician,married,unknown,no,yes,yes,cellular,sep,mon,211.0,1,1,failure,yes,Santo Tirso
45.0,admin.,married,university.degree,no,no,no,cellular,sep,mon,587.0,1,0,nonexistent,yes,Odivelas
45.0,unknown,married,university.degree,no,no,no,cellular,sep,mon,351.0,1,2,success,yes,unknown
41.0,admin.,married,university.degree,no,no,no,cellular,sep,mon,800.0,2,1,failure,yes,Lagoa
30.0,admin.,single,university.degree,no,no,no,cellular,sep,mon,199.0,6,0,nonexistent,yes,Gondomar
30.0,self-employed,single,university.degree,no,yes,no,cellular,sep,tue,145.0,1,0,nonexistent,yes,Sines
43.0,technician,married,professional.course,no,no,no,cellular,sep,tue,293.0,1,0,nonexistent,yes,Santa Comba Dão
49.0,admin.,married,high.school,no,no,no,cellular,sep,tue,495.0,1,1,success,yes,Vila Nova de Foz Côa
71.0,retired,married,basic.4y,no,yes,no,cellular,sep,tue,206.0,1,0,nonexistent,yes,Tondela
66.0,management,unknown,university.degree,no,no,no,cellular,sep,tue,679.0,1,1,success,yes,Covilhã
39.0,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,261.0,1,1,success,yes,Trofa
30.0,self-employed,single,university.degree,no,no,no,cellular,sep,tue,169.0,1,0,nonexistent,yes,Tondela
29.0,self-employed,single,university.degree,no,yes,no,cellular,sep,tue,445.0,2,0,nonexistent,yes,Pinhel
43.0,technician,married,high.school,no,yes,no,cellular,sep,tue,232.5,1,1,success,yes,Póvoa de Santa Iria
75.0,retired,married,unknown,no,no,no,cellular,sep,tue,191.0,1,1,failure,yes,Rio Tinto
24.0,unknown,single,unknown,no,unknown,unknown,cellular,sep,tue,137.0,1,0,nonexistent,yes,unknown
39.0,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,108.0,2,1,success,yes,Oliveira do Bairro
34.0,technician,married,professional.course,no,yes,yes,telephone,sep,tue,376.0,2,0,nonexistent,yes,Pinhel
30.0,admin.,married,university.degree,no,yes,yes,cellular,sep,wed,475.0,5,0,nonexistent,yes,Porto
30.0,retired,married,basic.4y,no,no,no,cellular,sep,wed,394.0,1,0,nonexistent,yes,Vila Franca de Xira
36.0,services,married,high.school,no,yes,yes,cellular,sep,wed,569.0,3,0,nonexistent,yes,Loulé
78.0,unknown,married,unknown,no,yes,no,cellular,sep,wed,232.5,1,1,failure,yes,Vila Nova de Famalicão
46.0,admin.,married,high.school,no,yes,no,cellular,sep,wed,408.0,1,0,nonexistent,yes,Loulé
27.0,admin.,single,university.degree,no,yes,yes,cellular,sep,wed,345.0,1,0,nonexistent,yes,Portimão
27.0,admin.,unknown,university.degree,no,no,no,cellular,sep,wed,232.5,1,0,nonexistent,yes,Agualva-Cacém
36.0,unknown,married,unknown,unknown,no,no,cellular,sep,wed,232.5,1,1,failure,yes,unknown
76.0,retired,married,basic.4y,no,yes,no,cellular,sep,wed,259.0,2,1,success,yes,Ermesinde
56.0,admin.,married,university.degree,no,yes,no,cellular,sep,thu,169.0,2,2,success,yes,Loures
42.0,management,married,basic.6y,no,yes,no,cellular,sep,thu,84.0,3,0,nonexistent,yes,Gondomar
25.0,admin.,single,high.school,no,no,no,cellular,sep,thu,185.0,1,1,success,yes,Ponte de Sor
42.0,management,married,basic.6y,no,yes,no,telephone,sep,thu,230.0,3,0,nonexistent,yes,Braga
69.0,retired,married,high.school,no,no,no,cellular,sep,fri,346.0,3,0,nonexistent,yes,Marinha Grande
34.0,admin.,single,university.degree,no,no,no,cellular,sep,fri,260.0,3,2,success,yes,Trofa
49.0,admin.,divorced,university.degree,no,yes,no,cellular,sep,fri,283.0,3,1,success,yes,Mêda
43.0,admin.,single,high.school,no,yes,no,cellular,sep,fri,232.5,1,0,nonexistent,yes,Alfena
28.0,admin.,single,university.degree,no,yes,no,cellular,sep,fri,91.0,1,3,success,yes,Seixal
40.0,unemployed,married,professional.course,no,no,yes,telephone,sep,fri,91.0,1,0,nonexistent,yes,Vila Real de Santo António
31.0,admin.,single,high.school,no,yes,no,cellular,sep,fri,232.5,1,0,nonexistent,yes,Pombal
36.0,admin.,single,university.degree,no,yes,no,cellular,sep,fri,232.5,2,0,nonexistent,yes,Esmoriz
71.0,unknown,married,unknown,no,yes,no,cellular,sep,fri,232.5,4,0,nonexistent,yes,unknown
34.0,admin.,married,university.degree,no,no,no,telephone,sep,fri,290.0,2,0,nonexistent,yes,Oliveira de Azeméis
47.0,management,unknown,university.degree,no,yes,no,cellular,sep,mon,232.5,1,2,success,yes,Esmoriz
62.0,entrepreneur,married,university.degree,no,no,no,cellular,sep,tue,232.5,1,1,failure,yes,Agualva-Cacém
62.0,entrepreneur,married,university.degree,no,yes,no,telephone,sep,tue,722.0,1,0,nonexistent,yes,Espinho
70.0,retired,married,basic.4y,no,no,no,cellular,sep,tue,150.0,1,2,success,yes,Leiria
59.0,retired,married,basic.4y,no,yes,no,cellular,sep,tue,232.5,1,0,nonexistent,yes,Ponta Delgada
70.0,admin.,married,basic.4y,no,no,no,cellular,sep,tue,1962.0,1,2,failure,yes,Agualva-Cacém
29.0,admin.,single,high.school,no,yes,no,cellular,sep,tue,107.0,2,1,success,yes,Mealhada
27.0,admin.,married,unknown,no,yes,no,cellular,sep,tue,173.0,2,2,failure,yes,Pinhel
24.0,technician,married,university.degree,no,yes,yes,cellular,sep,tue,89.0,2,1,success,yes,Peso da Régua
21.0,student,single,basic.9y,no,unknown,unknown,cellular,sep,tue,232.5,1,0,nonexistent,yes,Torres Novas
27.0,admin.,single,university.degree,no,yes,no,cellular,sep,tue,126.0,2,0,nonexistent,yes,Funchal
70.0,admin.,married,basic.4y,no,yes,yes,cellular,sep,tue,91.0,1,1,success,yes,Portimão
24.0,admin.,single,university.degree,no,no,no,cellular,sep,tue,106.0,1,1,success,yes,Gouveia
53.0,technician,married,professional.course,no,no,no,cellular,sep,tue,232.5,1,1,success,yes,Agualva-Cacém
38.0,admin.,single,university.degree,unknown,yes,no,cellular,sep,wed,232.5,1,1,success,yes,Agualva-Cacém
30.0,self-employed,married,university.degree,no,no,no,cellular,sep,wed,152.0,1,1,success,yes,Almada
49.0,unemployed,married,high.school,no,no,no,cellular,sep,wed,292.0,1,0,nonexistent,yes,Seixal
49.0,unemployed,married,high.school,no,no,no,cellular,sep,wed,232.5,1,0,nonexistent,yes,Queluz
36.0,admin.,married,high.school,no,no,no,cellular,sep,thu,543.0,1,0,nonexistent,yes,Gondomar
46.0,self-employed,divorced,high.school,no,no,no,cellular,sep,fri,232.5,2,1,failure,yes,Peso da Régua
56.0,unemployed,unknown,professional.course,no,no,no,cellular,sep,fri,232.5,3,1,success,yes,Vila Nova de Gaia
52.0,admin.,married,university.degree,no,no,no,cellular,sep,fri,1104.0,2,0,nonexistent,yes,Barreiro
37.0,technician,unknown,university.degree,no,yes,no,telephone,sep,tue,773.0,1,2,success,yes,Praia da Vitória
39.0,services,married,high.school,no,no,no,cellular,sep,tue,65.0,1,0,nonexistent,yes,Funchal
60.0,unknown,divorced,university.degree,no,no,no,cellular,sep,tue,83.0,1,1,success,yes,unknown
44.0,technician,married,professional.course,no,yes,no,cellular,sep,tue,173.0,1,1,success,yes,Agualva-Cacém
22.0,services,unknown,professional.course,no,yes,yes,cellular,sep,tue,239.0,1,2,success,yes,Seixal
22.0,services,single,professional.course,no,yes,yes,cellular,sep,tue,369.0,1,0,nonexistent,yes,Ponte de Sor
63.0,housemaid,married,basic.4y,no,yes,no,cellular,sep,wed,299.0,1,1,success,yes,Esposende
70.0,retired,unknown,university.degree,no,yes,no,cellular,sep,fri,692.0,1,0,nonexistent,yes,Póvoa de Santa Iria
81.0,retired,married,basic.4y,no,yes,no,cellular,sep,fri,210.0,1,0,nonexistent,yes,Fátima
30.0,admin.,married,university.degree,no,no,no,cellular,sep,mon,294.0,2,1,success,yes,Santa Maria da Feira
43.0,services,married,basic.6y,no,no,no,cellular,sep,tue,159.0,1,1,failure,yes,Mealhada
56.0,management,divorced,university.degree,no,no,no,cellular,sep,tue,277.0,1,1,failure,yes,Valpaços
61.0,retired,married,high.school,no,yes,no,cellular,sep,wed,117.0,1,1,success,yes,Tondela
35.0,admin.,married,university.degree,no,yes,no,telephone,sep,wed,234.0,1,0,nonexistent,yes,Câmara de Lobos
50.0,management,married,university.degree,no,yes,no,cellular,oct,thu,305.0,2,1,success,yes,Oliveira de Azeméis
37.0,admin.,single,university.degree,no,yes,no,cellular,oct,thu,447.0,3,0,nonexistent,yes,Santana
35.0,admin.,married,high.school,no,yes,no,cellular,oct,thu,232.5,1,1,success,yes,Valongo
23.0,unemployed,single,basic.9y,no,yes,no,cellular,oct,thu,238.0,1,1,success,yes,Rebordosa
